index,id,release_date,production_budget,worldwide_gross,genre_ids
Begin Again,91,2014,8000000,68838736,Romance
Begin Again,91,2014,8000000,68838736,Drama
Beginners,57,2011,3200000,14314407,Drama
Beginners,57,2011,3200000,14314407,Romance
Beginners,57,2011,3200000,14314407,Comedy
Behind Enemy Lines,24,2001,40000000,58855732,Action
Behind Enemy Lines,24,2001,40000000,58855732,Drama
Behind Enemy Lines,24,2001,40000000,58855732,Thriller
Behind Enemy Lines,24,2001,40000000,58855732,War
Believe,13,2016,3500000,890303,Drama
Believe,13,2016,3500000,890303,Drama
Belly,95,1998,3000000,9639390,Animation
Below Zero,83,2012,1200000,0,Thriller
Below Zero,83,2012,1200000,0,Horror
Ben-Hur,23,2016,95000000,91669648,Action
Ben-Hur,23,2016,95000000,91669648,Adventure
Ben-Hur,23,2016,95000000,91669648,Drama
Ben-Hur,8,1959,15000000,73259017,Action
Ben-Hur,8,1959,15000000,73259017,Adventure
Ben-Hur,8,1959,15000000,73259017,Drama
Bending Steel,24,2015,50000,0,Documentary
Beneath Hill 60,20,2014,9000000,3440939,Drama
Beneath Hill 60,20,2014,9000000,3440939,History
Beneath Hill 60,20,2014,9000000,3440939,War
Benji,30,1974,500000,31559560,Documentary
Benji,30,1974,500000,31559560,Family
Benji,30,1974,500000,31559560,Crime
Benji,30,1974,500000,31559560,Drama
Bernie,48,2012,6000000,10106975,Comedy
Bernie,48,2012,6000000,10106975,Crime
Bernie,48,2012,6000000,10106975,Drama
Bernie,48,2012,6000000,10106975,Comedy
Bernie,48,2012,6000000,10106975,Crime
Bernie,48,2012,6000000,10106975,Drama
Beverly Hills Cop,93,1984,15000000,316300000,Action
Beverly Hills Cop,93,1984,15000000,316300000,Comedy
Beverly Hills Cop,93,1984,15000000,316300000,Crime
Beyond the Black Rainbow,100,2012,1100000,56491,Fantasy
Beyond the Black Rainbow,100,2012,1100000,56491,Science Fiction
Beyond the Black Rainbow,100,2012,1100000,56491,Horror
Beyond the Lights,16,2014,7000000,14618727,Romance
Beyond the Lights,16,2014,7000000,14618727,Drama
Beyond the Lights,16,2014,7000000,14618727,Romance
Beyond the Lights,16,2014,7000000,14618727,Drama
Big,67,1988,18000000,151668774,Fantasy
Big,67,1988,18000000,151668774,Drama
Big,67,1988,18000000,151668774,Comedy
Big,67,1988,18000000,151668774,Romance
Big,67,1988,18000000,151668774,Family
Big,67,1988,18000000,151668774,Fantasy
Big,67,1988,18000000,151668774,Drama
Big,67,1988,18000000,151668774,Comedy
Big,67,1988,18000000,151668774,Romance
Big,67,1988,18000000,151668774,Family
Big Eyes,23,2014,10000000,27317872,Drama
Big Hero 6,29,2014,165000000,652127828,Adventure
Big Hero 6,29,2014,165000000,652127828,Family
Big Hero 6,29,2014,165000000,652127828,Animation
Big Hero 6,29,2014,165000000,652127828,Action
Big Hero 6,29,2014,165000000,652127828,Comedy
Big Hero 6,29,2014,165000000,652127828,Adventure
Big Hero 6,29,2014,165000000,652127828,Family
Big Hero 6,29,2014,165000000,652127828,Animation
Big Hero 6,29,2014,165000000,652127828,Action
Big Hero 6,29,2014,165000000,652127828,Comedy
Big Miracle,99,2012,40000000,25268680,Adventure
Big Miracle,99,2012,40000000,25268680,Drama
Big Miracle,99,2012,40000000,25268680,Romance
"Big Mommas: Like Father, Like Son",1,2011,32000000,82332450,Crime
"Big Mommas: Like Father, Like Son",1,2011,32000000,82332450,Comedy
"Big Mommas: Like Father, Like Son",1,2011,32000000,82332450,Action
Bilal: A New Breed of Hero,100,2018,30000000,648599,Action
Bilal: A New Breed of Hero,100,2018,30000000,648599,Adventure
Bilal: A New Breed of Hero,100,2018,30000000,648599,Animation
Bird Box,17,2018,19800000,0,Thriller
Bird Box,17,2018,19800000,0,Drama
Birth of the Dragon,34,2017,31000000,7220490,Action
Birth of the Dragon,34,2017,31000000,7220490,Drama
Bitter Harvest,80,2017,21000000,606162,War
Bitter Harvest,80,2017,21000000,606162,Drama
Bitter Harvest,80,2017,21000000,606162,History
Bitter Harvest,80,2017,21000000,606162,Romance
Biutiful,44,2011,35000000,24687524,Drama
BlacKkKlansman,21,2018,15000000,93017335,Crime
BlacKkKlansman,21,2018,15000000,93017335,Drama
Black Mass,59,2015,53000000,98837872,Drama
Black Mass,59,2015,53000000,98837872,Crime
Black Mass,59,2015,53000000,98837872,Horror
Black Nativity,63,2013,17500000,7285135,Drama
Black Nativity,63,2013,17500000,7285135,Music
Black November,74,2015,7500000,32572,Drama
Black November,74,2015,7500000,32572,Action
Black November,74,2015,7500000,32572,Crime
Black Panther,42,2018,200000000,1348258224,Action
Black Panther,42,2018,200000000,1348258224,Animation
Black Panther,42,2018,200000000,1348258224,Action
Black Panther,42,2018,200000000,1348258224,Adventure
Black Panther,42,2018,200000000,1348258224,Fantasy
Black Panther,42,2018,200000000,1348258224,Science Fiction
Black Rock,13,2013,1000000,0,Thriller
Black Rock,13,2013,1000000,0,Horror
Black Swan,46,2010,13000000,331266710,Drama
Black Swan,46,2010,13000000,331266710,Thriller
Black or White,80,2015,9000000,21971021,Drama
Black or White,80,2015,9000000,21971021,Drama
Blackhat,47,2015,70000000,19665004,Crime
Blackhat,47,2015,70000000,19665004,Thriller
Blackhat,47,2015,70000000,19665004,Action
Blackthorn,46,2011,4500000,1217307,Adventure
Blackthorn,46,2011,4500000,1217307,Action
Blackthorn,46,2011,4500000,1217307,Western
Blade,71,1998,45000000,131237688,Horror
Blade,71,1998,45000000,131237688,Action
Blade Runner 2049,80,2017,185000000,259357408,Science Fiction
Blade Runner 2049,80,2017,185000000,259357408,Action
Blade Runner 2049,80,2017,185000000,259357408,Thriller
Blade Runner 2049,80,2017,185000000,259357408,Science Fiction
Blade Runner 2049,80,2017,185000000,259357408,Action
Blade Runner 2049,80,2017,185000000,259357408,Thriller
Blade: Trinity,100,2004,65000000,131353165,Science Fiction
Blade: Trinity,100,2004,65000000,131353165,Action
Blade: Trinity,100,2004,65000000,131353165,Horror
Blade: Trinity,100,2004,65000000,131353165,Thriller
Blade: Trinity,100,2004,65000000,131353165,Adventure
Blade: Trinity,100,2004,65000000,131353165,Fantasy
Blair Witch,1,2016,10000000,38985577,Thriller
Blair Witch,1,2016,10000000,38985577,Horror
Blair Witch,1,2016,10000000,38985577,Thriller
Blair Witch,1,2016,10000000,38985577,Horror
Bleed for This,65,2016,16000000,6603926,Drama
Bleed for This,65,2016,16000000,6603926,Drama
Bleeding Hearts,87,2015,1200000,0,Horror
Blended,90,2014,45000000,127990741,Comedy
Blockers,60,2018,21000000,94045328,Comedy
Blood Done Sign My Name,20,2010,10000000,109383,Drama
Blood Done Sign My Name,20,2010,10000000,109383,Crime
Blood Feast,77,2018,1200000,8708,Horror
Blood Simple,82,1985,1500000,2730877,Crime
Blood Simple,82,1985,1500000,2730877,Drama
Blood Simple,82,1985,1500000,2730877,Thriller
Blood Ties,52,2014,26000000,2923959,Thriller
Blood Ties,52,2014,26000000,2923959,Crime
Blood Ties,52,2014,26000000,2923959,Drama
Blood Work,71,2002,50000000,26199517,Crime
Blood Work,71,2002,50000000,26199517,Thriller
Blue Jasmine,90,2013,18000000,102912961,Comedy
Blue Jasmine,90,2013,18000000,102912961,Drama
Blue Like Jazz,72,2012,1200000,595018,Drama
Blue Like Jazz,72,2012,1200000,595018,Comedy
Blue Ruin,7,2014,420000,437002,Crime
Blue Ruin,7,2014,420000,437002,Thriller
Blue Ruin,7,2014,420000,437002,Crime
Blue Ruin,7,2014,420000,437002,Thriller
Blue Valentine,25,2010,1000000,16566240,Drama
Blue Valentine,25,2010,1000000,16566240,Romance
Blue Valentine,25,2010,1000000,16566240,Drama
Blue Valentine,25,2010,1000000,16566240,Romance
Bobby,8,2006,14000000,20597806,Documentary
Bodom,54,2016,1250000,726460,Horror
Bohemian Rhapsody,84,2018,55000000,894985342,Drama
Bohemian Rhapsody,84,2018,55000000,894985342,Music
Bon Voyage,84,2004,20000000,8361736,Documentary
Bon Voyage,84,2004,20000000,8361736,Drama
Bone Tomahawk,77,2015,2000000,475846,Horror
Bone Tomahawk,77,2015,2000000,475846,Western
Bones,47,2001,10000000,8378853,Drama
Boogeyman,32,2005,20000000,67192859,Horror
Book Club,43,2018,10000000,91113683,Comedy
Book Club,43,2018,10000000,91113683,Comedy
Book Club,43,2018,10000000,91113683,Romance
Book Club,43,2018,10000000,91113683,Drama
Borg vs McEnroe,70,2018,7500000,3257922,Drama
Borg vs McEnroe,70,2018,7500000,3257922,History
Borg vs McEnroe,70,2018,7500000,3257922,Drama
Borg vs McEnroe,70,2018,7500000,3257922,History
Born to Fly: Elizabeth Streb vs. Gravity,65,2014,500000,1822,Documentary
Bound,33,1996,4500000,7011317,Thriller
Bound,33,1996,4500000,7011317,Drama
Boyhood,85,2014,4000000,57273049,Drama
Braid,48,2019,1660000,80745,Thriller
Braid,48,2019,1660000,80745,Drama
Braid,48,2019,1660000,80745,Horror
Bran Nue Dae,80,2010,6750000,6812530,Comedy
Bran Nue Dae,80,2010,6750000,6812530,Drama
Bran Nue Dae,80,2010,6750000,6812530,Romance
Brave,77,2012,185000000,554606532,Animation
Brave,77,2012,185000000,554606532,Adventure
Brave,77,2012,185000000,554606532,Comedy
Brave,77,2012,185000000,554606532,Family
Brave,77,2012,185000000,554606532,Action
Brave,77,2012,185000000,554606532,Fantasy
Breaking In,19,2018,6000000,51411620,Thriller
Breaking In,19,2018,6000000,51411620,Crime
Breaking In,19,2018,6000000,51411620,Action
Breathless,9,1983,7000000,19910002,Comedy
Breathless,9,1983,7000000,19910002,Thriller
Breathless,9,1983,7000000,19910002,Mystery
Brick Mansions,69,2014,28000000,73421224,Action
Brick Mansions,69,2014,28000000,73421224,Crime
Brick Mansions,69,2014,28000000,73421224,Drama
Bridesmaids,85,2011,32500000,289632023,Comedy
Bridesmaids,85,2011,32500000,289632023,Romance
Bridge of Spies,10,2015,40000000,162498338,Thriller
Bridge of Spies,10,2015,40000000,162498338,Drama
Bridge of Spies,10,2015,40000000,162498338,Thriller
Bridge of Spies,10,2015,40000000,162498338,Drama
Bright,80,2017,90000000,0,Action
Bright,80,2017,90000000,0,Crime
Bright,80,2017,90000000,0,Fantasy
Brighton Rock,11,2011,11000000,229653,Drama
Brighton Rock,11,2011,11000000,229653,Thriller
Brighton Rock,11,2011,11000000,229653,Crime
Broken City,11,2013,35000000,34480045,Thriller
Broken City,11,2013,35000000,34480045,Crime
Broken City,11,2013,35000000,34480045,Drama
Broken Horses,62,2015,15000000,3471,Thriller
Broken Horses,62,2015,15000000,3471,Mystery
Broken Horses,62,2015,15000000,3471,Drama
Broken Horses,62,2015,15000000,3471,Crime
Brooklyn,79,2015,11000000,62076141,Drama
Brooklyn,79,2015,11000000,62076141,Romance
Brooklyn,79,2015,11000000,62076141,Drama
Brooklyn,79,2015,11000000,62076141,Music
Brother,36,2001,12000000,450594,Animation
Brother,36,2001,12000000,450594,Drama
Brotherly Love,8,2015,1900000,478595,Drama
Brothers,41,2009,26000000,45043870,Drama
Brothers,8,2015,13000000,17856688,Drama
Bucky Larson: Born to Be a Star,78,2011,10000000,2529395,Comedy
Bullet to the Head,42,2013,55000000,22597969,Action
Bullet to the Head,42,2013,55000000,22597969,Crime
Bullet to the Head,42,2013,55000000,22597969,Thriller
Bully,79,2001,2100000,1381824,Documentary
Bully,79,2001,2100000,1381824,Drama
Bumblebee,62,2018,102000000,465195589,Action
Bumblebee,62,2018,102000000,465195589,Adventure
Bumblebee,62,2018,102000000,465195589,Science Fiction
Buried,2,2010,1987650,21270290,Drama
Buried,2,2010,1987650,21270290,Thriller
Buried,2,2010,1987650,21270290,Mystery
Burlesque,24,2010,55000000,90552675,Drama
Burlesque,24,2010,55000000,90552675,Romance
Burn,10,2012,225000,1109276,Action
Burn,10,2012,225000,1109276,Crime
Burn,10,2012,225000,1109276,Horror
Burn,10,2012,225000,1109276,Thriller
Burn,10,2012,225000,1109276,Documentary
Burnt,27,2015,20000000,36773510,Drama
Burnt,27,2015,20000000,36773510,Comedy
Burnt,27,2015,20000000,36773510,Drama
Burnt,27,2015,20000000,36773510,Comedy
Butterfly,98,2010,250000,0,Thriller
Butterfly,98,2010,250000,0,Horror
Butterfly Girl,45,2015,180000,17503,Documentary
By the Sea,97,2015,20000000,3727746,Drama
By the Sea,97,2015,20000000,3727746,Romance
CHiPS,53,2017,25000000,23190292,Action
CHiPS,53,2017,25000000,23190292,Comedy
CHiPS,53,2017,25000000,23190292,Crime
Ca$h,32,2008,13700000,11738256,Crime
Ca$h,32,2008,13700000,11738256,Thriller
Ca$h,32,2008,13700000,11738256,Comedy
Ca$h,32,2008,13700000,11738256,Mystery
Ca$h,59,2010,7000000,46488,Crime
Ca$h,59,2010,7000000,46488,Thriller
Ca$h,59,2010,7000000,46488,Comedy
Ca$h,59,2010,7000000,46488,Mystery
Cabin Fever,65,2003,1500000,30351664,Horror
Camp X-Ray,92,2014,1000000,101053,Drama
Can You Ever Forgive Me?,40,2018,10000000,11752387,Drama
Can You Ever Forgive Me?,40,2018,10000000,11752387,Crime
Captain America: Civil War,17,2016,250000000,1140069413,Adventure
Captain America: Civil War,17,2016,250000000,1140069413,Action
Captain America: Civil War,17,2016,250000000,1140069413,Science Fiction
Captain America: The First Avenger,10,2011,140000000,370569776,Action
Captain America: The First Avenger,10,2011,140000000,370569776,Adventure
Captain America: The First Avenger,10,2011,140000000,370569776,Science Fiction
Captain America: The Winter Soldier,16,2014,170000000,714401889,Action
Captain America: The Winter Soldier,16,2014,170000000,714401889,Adventure
Captain America: The Winter Soldier,16,2014,170000000,714401889,Science Fiction
Captain Phillips,92,2013,55000000,220648184,Action
Captain Phillips,92,2013,55000000,220648184,Drama
Captain Phillips,92,2013,55000000,220648184,Thriller
Captain Underpants: The First Epic Movie,59,2017,38000000,126577874,Action
Captain Underpants: The First Epic Movie,59,2017,38000000,126577874,Animation
Captain Underpants: The First Epic Movie,59,2017,38000000,126577874,Comedy
Captain Underpants: The First Epic Movie,59,2017,38000000,126577874,Family
Captive,23,2015,2000000,2791973,Drama
Captive,23,2015,2000000,2791973,Crime
Captive,23,2015,2000000,2791973,Drama
Captive,23,2015,2000000,2791973,Thriller
Captive,23,2015,2000000,2791973,Horror
Cargo,73,2011,4200000,313230,Drama
Cargo,73,2011,4200000,313230,Thriller
Cargo,73,2011,4200000,313230,Fantasy
Cargo,73,2011,4200000,313230,Drama
Cargo,73,2011,4200000,313230,Drama
Cargo,73,2011,4200000,313230,Thriller
Cargo,73,2011,4200000,313230,Adventure
Cargo,73,2011,4200000,313230,Horror
Carlos,47,2010,18000000,1619153,Crime
Carlos,47,2010,18000000,1619153,Drama
Carlos,47,2010,18000000,1619153,Thriller
Carlos,47,2010,18000000,1619153,History
Carnage,7,2011,25000000,38112154,Comedy
Carnage,7,2011,25000000,38112154,Drama
Carol,60,2015,11800000,42843521,Romance
Carol,60,2015,11800000,42843521,Drama
Carol,60,2015,11800000,42843521,Romance
Carol,60,2015,11800000,42843521,Drama
Carrie,26,2013,30000000,82409520,Horror
Carrie,26,2013,30000000,82409520,Thriller
Carrie,26,2013,30000000,82409520,Drama
Carrie,26,2013,30000000,82409520,Horror
Carrie,16,1976,1800000,25878153,Horror
Carrie,16,1976,1800000,25878153,Thriller
Carrie,16,1976,1800000,25878153,Drama
Carrie,16,1976,1800000,25878153,Horror
Cars 2,57,2011,200000000,560155383,Animation
Cars 2,57,2011,200000000,560155383,Family
Cars 2,57,2011,200000000,560155383,Adventure
Cars 2,57,2011,200000000,560155383,Comedy
Cars 3,5,2017,175000000,383541369,Adventure
Cars 3,5,2017,175000000,383541369,Animation
Cars 3,5,2017,175000000,383541369,Comedy
Cars 3,5,2017,175000000,383541369,Family
Casino Jack,32,2010,12500000,2272186,Crime
Casino Jack,32,2010,12500000,2272186,Comedy
Casino Jack,32,2010,12500000,2272186,Drama
Cats & Dogs: The Revenge of Kitty Galore,17,2010,85000000,113026383,Comedy
Cats & Dogs: The Revenge of Kitty Galore,17,2010,85000000,113026383,Family
Cats & Dogs: The Revenge of Kitty Galore,17,2010,85000000,113026383,Action
Cats & Dogs: The Revenge of Kitty Galore,17,2010,85000000,113026383,Fantasy
Cedar Rapids,51,2011,10000000,7862131,Comedy
Central Intelligence,91,2016,50000000,217194805,Action
Central Intelligence,91,2016,50000000,217194805,Comedy
Central Intelligence,91,2016,50000000,217194805,Mystery
Centurion,46,2010,15000000,7885048,Adventure
Centurion,46,2010,15000000,7885048,Action
Centurion,46,2010,15000000,7885048,Drama
Chain Letter,43,2010,3000000,1022453,Horror
Chain Letter,43,2010,3000000,1022453,Thriller
Chain of Command,67,2015,4000000,0,Thriller
Chain of Command,67,2015,4000000,0,Adventure
Chain of Command,67,2015,4000000,0,Action
Chappie,11,2015,49000000,105002056,Crime
Chappie,11,2015,49000000,105002056,Action
Chappie,11,2015,49000000,105002056,Science Fiction
Charlie St. Cloud,31,2010,44000000,48478084,Drama
Charlie St. Cloud,31,2010,44000000,48478084,Romance
Chasing Mavericks,67,2012,20000000,8300821,Drama
Cheap Thrills,89,2014,100000,59424,Comedy
Cheap Thrills,89,2014,100000,59424,Crime
Cheap Thrills,89,2014,100000,59424,Drama
Checkmate,17,2015,1500000,0,Thriller
Checkmate,17,2015,1500000,0,Action
Checkmate,17,2015,1500000,0,Crime
Checkmate,17,2015,1500000,0,Mystery
Checkmate,17,2015,1500000,0,Action
Checkmate,17,2015,1500000,0,Thriller
Chemical Cut,25,2016,1000000,0,Comedy
Chemical Cut,25,2016,1000000,0,Drama
Chernobyl Diaries,18,2012,1000000,42411721,Horror
Chernobyl Diaries,18,2012,1000000,42411721,Thriller
Child 44,2,2015,50000000,8004221,Crime
Child 44,2,2015,50000000,8004221,Thriller
Chloe,97,2010,13000000,11831131,Drama
Chloe,97,2010,13000000,11831131,Thriller
Chloe,97,2010,13000000,11831131,Mystery
Christmas Mail,45,2010,2500000,0,Comedy
Christmas Mail,45,2010,2500000,0,Family
Christopher Robin,43,2018,75000000,197504758,Adventure
Christopher Robin,43,2018,75000000,197504758,Comedy
Christopher Robin,43,2018,75000000,197504758,Family
Christopher Robin,43,2018,75000000,197504758,Fantasy
Chronicle,55,2012,12000000,123681790,Science Fiction
Chronicle,55,2012,12000000,123681790,Drama
Chronicle,55,2012,12000000,123681790,Thriller
Churchill,91,2017,10000000,7582196,Drama
Churchill,91,2017,10000000,7582196,Thriller
Churchill,91,2017,10000000,7582196,War
Cinderella,13,2015,95000000,534551353,Romance
Cinderella,13,2015,95000000,534551353,Fantasy
Cinderella,13,2015,95000000,534551353,Family
Cinderella,13,2015,95000000,534551353,Drama
Cinderella,76,1950,2900000,263591415,Romance
Cinderella,76,1950,2900000,263591415,Fantasy
Cinderella,76,1950,2900000,263591415,Family
Cinderella,76,1950,2900000,263591415,Drama
Circle,69,2010,2000000,10024,Horror
Circle,69,2010,2000000,10024,Thriller
Circle,69,2010,2000000,10024,Science Fiction
Circle,69,2010,2000000,10024,Mystery
Circle,69,2010,2000000,10024,Drama
Circle,69,2010,2000000,10024,Thriller
Circumstance,41,2011,900000,958978,Drama
Cirque du Soleil: Worlds Away,77,2012,25000000,28012862,Fantasy
Cirque du Soleil: Worlds Away,77,2012,25000000,28012862,Family
Cirque du Soleil: Worlds Away,77,2012,25000000,28012862,Music
Cirque du Soleil: Worlds Away,77,2012,25000000,28012862,Drama
City of Ghosts,64,2003,17500000,325491,War
City of Ghosts,64,2003,17500000,325491,Documentary
Clash of the Titans,72,2010,125000000,493214888,Adventure
Clash of the Titans,72,2010,125000000,493214888,Fantasy
Clash of the Titans,72,2010,125000000,493214888,Action
Clash of the Titans,51,1981,15000000,44400000,Adventure
